Sample,Record ID,Max Distance,Strain
GCF_002192035.1_ASM219203v1_genomic,002192035,0.000235701,Brucella melitensis
GCF_000370645.1_Bruc_meli_F1_06_B10_V1_genomic,000370645,0.000235701,Brucella melitensis
GCF_002763615.1_ASM276361v1_genomic,002763615,7.82718e-05,Brucella melitensis
GCF_001715485.1_ASM171548v1_genomic,001715485,0.000314862,Brucella melitensis
GCF_001856185.1_ASM185618v1_genomic,001856185,7.82718e-05,Brucella abortus
GCF_001937795.1_ASM193779v1_genomic,001937795,0.000235701,Brucella melitensis
GCF_000366045.1_Bruc_ovis_IntaBari-2009-88-4_V1_genomic,000366045,0.0,Brucella ovis
GCF_000008145.1_ASM814v1_genomic,000008145,0.0,Brucella abortus
GCF_006506005.1_ASM650600v1_genomic,006506005,0.000314862,Brucella melitensis
GCF_002290665.1_ASM229066v1_genomic,002290665,7.82718e-05,Brucella abortus
GCF_002245205.1_ASM224520v1_genomic,002245205,7.82718e-05,Brucella melitensis
GCF_003993875.1_ASM399387v1_genomic,003993875,0.000156838,Brucella melitensis
GCF_006506465.1_ASM650646v1_genomic,006506465,0.000156838,Brucella melitensis
GCF_900446135.1_58116_C01_genomic,900446135,0.0,Brucella ovis
GCF_000209595.2_ASM20959v2_genomic,000209595,7.82718e-05,Brucella melitensis
GCF_003994205.1_ASM399420v1_genomic,003994205,0.000235701,Brucella melitensis
GCF_002204295.1_ASM220429v1_genomic,002204295,0.0,Brucella melitensis
GCF_000740155.1_ASM74015v1_genomic,000740155,0.000314862,Brucella abortus
GCF_003194825.1_ASM319482v1_genomic,003194825,7.82718e-05,Brucella abortus
GCF_000365825.1_Bruc_abor_NI492_V1_genomic,000365825,0.0,Brucella abortus
GCF_000366745.1_Bruc_abor_NI613_V1_genomic,000366745,0.0,Brucella abortus
GCF_002262955.1_ASM226295v1_genomic,002262955,7.82718e-05,Brucella melitensis
GCF_006507165.1_ASM650716v1_genomic,006507165,0.000394323,Brucella melitensis
GCF_000480175.1_Bruc_abor_89-2646-1238_V1_genomic,000480175,0.000156838,Brucella abortus
GCF_004137325.1_ASM413732v1_genomic,004137325,7.82718e-05,Brucella abortus
GCF_006505935.1_ASM650593v1_genomic,006505935,0.000235701,Brucella melitensis
GCF_000698325.1_ASM69832v1_genomic,000698325,0.0,Brucella suis
GCF_000371205.1_Bruc_suis_F5_05-4_V1_genomic,000371205,7.82718e-05,Brucella suis
GCF_001856345.1_ASM185634v1_genomic,001856345,0.000156838,Brucella abortus
GCF_002191395.1_ASM219139v1_genomic,002191395,0.000314862,Brucella melitensis
GCF_004168605.1_ASM416860v1_genomic,004168605,7.82718e-05,Brucella abortus
GCF_003994045.1_ASM399404v1_genomic,003994045,0.0,Brucella suis
GCF_000413615.1_Bruc_abor_biovar_1_87-0095_V1_genomic,000413615,7.82718e-05,Brucella abortus
GCF_001401915.1_ASM140191v1_genomic,001401915,0.000156838,Brucella abortus
GCF_006505995.1_ASM650599v1_genomic,006505995,0.000156838,Brucella melitensis
GCF_002278735.1_ASM227873v1_genomic,002278735,0.000235701,Brucella melitensis
GCF_900236415.1_Bru_genome48_genomic,900236415,0.000474086,Brucella melitensis
GCF_003984755.1_ASM398475v1_genomic,003984755,0.0,Brucella abortus
GCF_002266745.1_ASM226674v1_genomic,002266745,0.0,Brucella melitensis
GCF_900417195.1_01-3016-5171_genomic,900417195,0.000156838,Brucella melitensis
GCF_000370665.1_Bruc_meli_F10_06-16_V1_genomic,000370665,0.0,Brucella melitensis
GCF_000370925.1_Bruc_sp_56_94_V1_genomic,000370925,0.0,Brucella sp
GCF_000413495.1_Bruc_abor_biovar_1_76-1413_V1_genomic,000413495,7.82718e-05,Brucella abortus
GCF_900446035.1_59071_C01_genomic,900446035,0.00112327,Brucella melitensis
GCF_002191855.1_ASM219185v1_genomic,002191855,7.82718e-05,Brucella melitensis
GCF_004704905.2_ASM470490v2_genomic,004704905,0.000235701,Brucella abortus
GCF_000370805.1_Bruc_meli_UK29_05_V1_genomic,000370805,0.0,Brucella melitensis
GCF_000591005.1_548_genomic,000591005,0.000156838,Brucella melitensis
GCF_900236455.1_Bru_genome44_genomic,900236455,0.000474086,Brucella melitensis
GCF_003994115.1_ASM399411v1_genomic,003994115,7.82718e-05,Brucella melitensis
GCF_004127225.1_ASM412722v1_genomic,004127225,0.000394323,Brucella canis
GCF_000988815.1_BMEL001-SEQ-1-ASM-1_genomic,000988815,0.000314862,Brucella melitensis
GCF_006507915.1_ASM650791v1_genomic,006507915,0.000156838,Brucella melitensis
GCF_000157775.1_ASM15777v1_genomic,000157775,0.000235701,Brucella suis
GCF_008761575.1_ASM876157v1_genomic,008761575,7.82718e-05,Brucella abortus
GCF_000370845.1_Bruc_meli_UK31_99_V1_genomic,000370845,0.000314862,Brucella melitensis
GCF_000370165.1_Bruc_abor_67_93_V1_genomic,000370165,0.000156838,Brucella abortus
GCF_003989875.1_ASM398987v1_genomic,003989875,0.000235701,Brucella melitensis
GCF_000331655.1_Brucella_melitensis_043_genomic,000331655,0.000394323,Brucella melitensis
GCF_000158675.1_ASM15867v1_genomic,000158675,0.000235701,Brucella pinnipedialis
GCF_000365725.1_Bruc_abor_F3_07-1_V1_genomic,000365725,7.82718e-05,Brucella abortus
GCF_006507175.1_ASM650717v1_genomic,006507175,0.000314862,Brucella melitensis
GCF_003991385.1_ASM399138v1_genomic,003991385,0.000156838,Brucella melitensis
GCF_001401935.1_ASM140193v1_genomic,001401935,7.82718e-05,Brucella abortus
GCF_000367105.1_Bruc_sp_UK5_01_V1_genomic,000367105,0.000235701,Brucella pinnipedialis
GCF_000245875.1_Bruc_abor_bv1_NI474_V1_genomic,000245875,0.0,Brucella abortus
GCF_000366425.1_Bruc_abor_88_19_V1_genomic,000366425,7.82718e-05,Brucella abortus
GCF_000369965.1_Bruc_abor_600_64_V1_genomic,000369965,7.82718e-05,Brucella abortus
GCF_000480155.1_Bruc_suis_97-9757_V1_genomic,000480155,0.0,Brucella suis
GCF_002191535.1_ASM219153v1_genomic,002191535,0.000235701,Brucella melitensis
GCF_000192725.1_ASM19272v1_genomic,000192725,7.82718e-05,Brucella melitensis
GCF_002290765.1_ASM229076v1_genomic,002290765,0.000235701,Brucella abortus
GCF_001937805.1_ASM193780v1_genomic,001937805,7.82718e-05,Brucella melitensis
GCF_900092405.1_10RB9215v1_genomic,900092405,0.0,Brucella sp
GCF_900236545.1_Bru_genome36_genomic,900236545,0.000474086,Brucella melitensis
GCF_001938175.1_ASM193817v1_genomic,001938175,0.000156838,Brucella melitensis
GCF_000370265.1_Bruc_abor_84_26_V1_genomic,000370265,7.82718e-05,Brucella abortus
GCF_001702375.1_ASM170237v1_genomic,001702375,0.000235701,Brucella melitensis
GCF_001401945.1_ASM140194v1_genomic,001401945,0.000235701,Brucella abortus
GCF_000444515.1_Denovo_assembly_genomic,000444515,0.0005541519999999999,Brucella melitensis
GCF_000938035.1_Brucella_melitensis_Phil1136_12_genomic,000938035,7.82718e-05,Brucella melitensis
GCF_000740195.1_ASM74019v1_genomic,000740195,0.0,Brucella abortus
GCF_006507015.1_ASM650701v1_genomic,006507015,0.000156838,Brucella melitensis
GCF_003194885.1_ASM319488v1_genomic,003194885,0.000156838,Brucella abortus
