Sample,Rmash Species,Max Distance
GCF_004127225.1_ASM412722v1_genomic,Brucella canis,0.000394323
GCF_000988815.1_BMEL001-SEQ-1-ASM-1_genomic,Brucella melitensis,0.000314862
GCF_006507915.1_ASM650791v1_genomic,Brucella melitensis,0.000156838
GCF_000157775.1_ASM15777v1_genomic,Brucella suis,0.000235701
GCF_008761575.1_ASM876157v1_genomic,Brucella abortus,7.82718e-05
GCF_000370845.1_Bruc_meli_UK31_99_V1_genomic,Brucella melitensis,0.000314862
GCF_000370165.1_Bruc_abor_67_93_V1_genomic,Brucella abortus,0.000156838
GCF_003989875.1_ASM398987v1_genomic,Brucella melitensis,0.000235701
GCF_000331655.1_Brucella_melitensis_043_genomic,Brucella melitensis,0.000394323
GCF_000158675.1_ASM15867v1_genomic,Brucella pinnipedialis,0.000235701
GCF_000365725.1_Bruc_abor_F3_07-1_V1_genomic,Brucella abortus,7.82718e-05
GCF_006507175.1_ASM650717v1_genomic,Brucella melitensis,0.000314862
GCF_003991385.1_ASM399138v1_genomic,Brucella melitensis,0.000156838
GCF_001401935.1_ASM140193v1_genomic,Brucella abortus,7.82718e-05
GCF_000367105.1_Bruc_sp_UK5_01_V1_genomic,Brucella pinnipedialis,0.000235701
GCF_000245875.1_Bruc_abor_bv1_NI474_V1_genomic,Brucella abortus,0.0
GCF_000366425.1_Bruc_abor_88_19_V1_genomic,Brucella abortus,7.82718e-05
GCF_000369965.1_Bruc_abor_600_64_V1_genomic,Brucella abortus,7.82718e-05
GCF_000480155.1_Bruc_suis_97-9757_V1_genomic,Brucella suis,0.0
GCF_002191535.1_ASM219153v1_genomic,Brucella melitensis,0.000235701
GCF_000192725.1_ASM19272v1_genomic,Brucella melitensis,7.82718e-05
GCF_002290765.1_ASM229076v1_genomic,Brucella abortus,0.000235701
GCF_001937805.1_ASM193780v1_genomic,Brucella melitensis,7.82718e-05
GCF_900092405.1_10RB9215v1_genomic,Brucella sp,0.0
GCF_900236545.1_Bru_genome36_genomic,Brucella melitensis,0.000474086
GCF_001938175.1_ASM193817v1_genomic,Brucella melitensis,0.000156838
GCF_000370265.1_Bruc_abor_84_26_V1_genomic,Brucella abortus,7.82718e-05
GCF_001702375.1_ASM170237v1_genomic,Brucella melitensis,0.000235701
GCF_001401945.1_ASM140194v1_genomic,Brucella abortus,0.000235701
GCF_000444515.1_Denovo_assembly_genomic,Brucella melitensis,0.0005541519999999999
GCF_000938035.1_Brucella_melitensis_Phil1136_12_genomic,Brucella melitensis,7.82718e-05
GCF_000740195.1_ASM74019v1_genomic,Brucella abortus,0.0
GCF_006507015.1_ASM650701v1_genomic,Brucella melitensis,0.000156838
GCF_003194885.1_ASM319488v1_genomic,Brucella abortus,0.000156838
