sample,top_taxonomy_name,distance,pvalue,matching,full_taxonomy,taxonomic_species,taxonomic_genus,taxonomic_family,taxonomic_order,taxonomic_class,taxonomic_phylum,taxonomic_superkingdom,subspecies,serovar,plasmid,bioproject,biosample,taxid,assembly_accession,match_id
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis F15/06-7,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis R3/07-2,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; R3/07-2,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201828,SAMN00811215,1160218,NZ_AQNM,./rcn/refseq-NZ-1160218-PRJNA201828-SAMN00811215-NZ_AQNM-.-Brucella_melitensis_R3_07_2.fna
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis F5/07-239A,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis UK31/99,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; UK31/99,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839711,1169229,GCF_000370845.1,./rcn/refseq-NZ-1169229-PRJNA224116-SAMN00839711-GCF_000370845.1-.-Brucella_melitensis_UK31_99.fna
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis F15/06-7,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis F5/07-239A,0.000314862,0.0,396/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis UK31/99,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; UK31/99,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839711,1169229,GCF_000370845.1,./rcn/refseq-NZ-1169229-PRJNA224116-SAMN00839711-GCF_000370845.1-.-Brucella_melitensis_UK31_99.fna
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis F15/06-7,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis F5/07-239A,0.000314862,0.0,396/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis UK37/05,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; UK37/05,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811222,1160216,GCF_000370865.1,./rcn/refseq-NZ-1160216-PRJNA224116-SAMN00811222-GCF_000370865.1-.-Brucella_melitensis_UK37_05.fna
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis F9/05,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F9/05,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839730,1169226,GCF_000370705.1,./rcn/refseq-NZ-1169226-PRJNA224116-SAMN00839730-GCF_000370705.1-.-Brucella_melitensis_F9_05.fna
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis F8/01-155,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F8/01-155,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811213,1160225,GCF_000370685.1,./rcn/refseq-NZ-1160225-PRJNA224116-SAMN00811213-GCF_000370685.1-.-Brucella_melitensis_F8_01_155.fna
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis 11-1823-3434,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; 11-1823-3434,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224797,SAMN02334513,1388740,NZ_AXNC,./rcn/refseq-NZ-1388740-PRJNA224797-SAMN02334513-NZ_AXNC-.-Brucella_melitensis_11_1823_3434.fna
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis 64/150,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; 64/150,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201818,SAMN00811206,1160220,NZ_AQNC,./rcn/refseq-NZ-1160220-PRJNA201818-SAMN00811206-NZ_AQNC-.-Brucella_melitensis_64_150.fna
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus RB51-AHVLA,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; RB51-AHVLA,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201690,SAMN01047752,1198700,NZ_AQIE,./rcn/refseq-NZ-1198700-PRJNA201690-SAMN01047752-NZ_AQIE-.-Brucella_abortus_RB51_AHVLA.fna
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus NI649,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NI649,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201813,SAMN00811204,1160162,NZ_AQMX,./rcn/refseq-NZ-1160162-PRJNA201813-SAMN00811204-NZ_AQMX-.-Brucella_abortus_NI649.fna
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus NI240,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NI240,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201800,SAMN00811186,1160163,NZ_AQMK,./rcn/refseq-NZ-1160163-PRJNA201800-SAMN00811186-NZ_AQMK-.-Brucella_abortus_NI240.fna
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus 87-2211,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 87-2211,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02092510,1328347,GCF_000413995.1,./rcn/refseq-NZ-1328347-PRJNA224116-SAMN02092510-GCF_000413995.1-.-Brucella_abortus_87_2211.fna
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus NI274,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NI274,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201801,SAMN00811187,1160164,NZ_AQML,./rcn/refseq-NZ-1160164-PRJNA201801-SAMN00811187-NZ_AQML-.-Brucella_abortus_NI274.fna
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis M5-10,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; M5-10,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA199560,SAMN02469338,1210452,NZ_ALOR,./rcn/refseq-NZ-1210452-PRJNA199560-SAMN02469338-NZ_ALOR-.-Brucella_melitensis_M5_10.fna
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis F6/05-6,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F6/05-6,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201827,SAMN00839731,1169225,NZ_AQNL,./rcn/refseq-NZ-1169225-PRJNA201827-SAMN00839731-NZ_AQNL-.-Brucella_melitensis_F6_05_6.fna
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis ATCC 23457,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 2; Brucella melitensis ATCC 23457,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02604296,546272,GCF_000022625.1,./rcn/refseq-NC-546272-PRJNA224116-SAMN02604296-GCF_000022625.1-.-Brucella_melitensis_ATCC_23457.fna
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis 16M1W,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 1; str. 16M; Brucella melitensis 16M1W,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA200009,SAMN02469567,1143190,NZ_AHWD,./rcn/refseq-NZ-1143190-PRJNA200009-SAMN02469567-NZ_AHWD-.-Brucella_melitensis_16M1W.fna
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis F10/06-16,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F10/06-16,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839697,1169224,GCF_000370665.1,./rcn/refseq-NZ-1169224-PRJNA224116-SAMN00839697-GCF_000370665.1-.-Brucella_melitensis_F10_06_16.fna
GCF_002245555.1_ASM224555v1_genomic,Brucella ceti str. Cudo,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; ceti; str. Cudo,Brucella ceti,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA55833,SAMN02472088,595497,NZ_ACJD,./rcn/refseq-NZ-595497-PRJNA55833-SAMN02472088-NZ_ACJD-.-Brucella_ceti_str._Cudo.fna
GCF_002245555.1_ASM224555v1_genomic,Brucella sp. F5/99,0.000634523,0.0,392/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; sp. F5/99,Brucella sp. F5/99,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595303,437701,GCF_000158995.1,./rcn/refseq-NZ-437701-PRJNA224116-SAMN02595303-GCF_000158995.1-.-Brucella_sp._F5_99.fna
GCF_002245555.1_ASM224555v1_genomic,Brucella pinnipedialis M292/94/1,0.000715202,0.0,391/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; pinnipedialis; M292/94/1,Brucella pinnipedialis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595287,520462,GCF_000158675.1,./rcn/refseq-NZ-520462-PRJNA224116-SAMN02595287-GCF_000158675.1-.-Brucella_pinnipedialis_M292_94_1.fna
GCF_002245555.1_ASM224555v1_genomic,Brucella pinnipedialis B2/94,0.000796189,0.0,390/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; pinnipedialis; B2/94,Brucella pinnipedialis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02603341,520461,GCF_000221005.1,./rcn/refseq-NC-520461-PRJNA224116-SAMN02603341-GCF_000221005.1-.-Brucella_pinnipedialis_B2_94.fna
GCF_002245555.1_ASM224555v1_genomic,Brucella sp. UK40/99,0.000796189,0.0,390/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; sp. UK40/99,Brucella sp. UK40/99,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811228,437684,GCF_000371065.1,./rcn/refseq-NZ-437684-PRJNA224116-SAMN00811228-GCF_000371065.1-.-Brucella_sp._UK40_99.fna
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis F15/06-7,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis R3/07-2,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; R3/07-2,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201828,SAMN00811215,1160218,NZ_AQNM,./rcn/refseq-NZ-1160218-PRJNA201828-SAMN00811215-NZ_AQNM-.-Brucella_melitensis_R3_07_2.fna
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis F5/07-239A,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000235701,0.0,397/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus 88/217,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 88/217,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN01047748,1198697,GCF_000370345.1,./rcn/refseq-NZ-1198697-PRJNA224116-SAMN01047748-GCF_000370345.1-.-Brucella_abortus_88_217.fna
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus 07-0994-2411,0.000314862,0.0,396/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 07-0994-2411,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224798,SAMN02334512,1341672,NZ_AXND,./rcn/refseq-NZ-1341672-PRJNA224798-SAMN02334512-NZ_AXND-.-Brucella_abortus_07_0994_2411.fna
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus 63/294,0.000394323,0.0,395/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 63/294,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811181,1160181,GCF_000370065.1,./rcn/refseq-NZ-1160181-PRJNA224116-SAMN00811181-GCF_000370065.1-.-Brucella_abortus_63_294.fna
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus NI639,0.00112327,0.0,386/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NI639,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201811,SAMN00811201,1160175,NZ_AQMV,./rcn/refseq-NZ-1160175-PRJNA201811-SAMN00811201-NZ_AQMV-.-Brucella_abortus_NI639.fna
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus 225/65,0.00112327,0.0,386/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 225/65,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839717,1169203,GCF_000369905.1,./rcn/refseq-NZ-1169203-PRJNA224116-SAMN00839717-GCF_000369905.1-.-Brucella_abortus_225_65.fna
GCF_000701065.1_Bru1330_genomic,Brucella suis 01-5744,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis; 01-5744,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839712,1170703,GCF_000371085.1,./rcn/refseq-NZ-1170703-PRJNA224116-SAMN00839712-GCF_000371085.1-.-Brucella_suis_01_5744.fna
GCF_000701065.1_Bru1330_genomic,Brucella suis 1330,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis; 1330,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02777545,204722,GCF_000742005.1,./rcn/refseq-NZ-204722-PRJNA224116-SAMN02777545-GCF_000742005.1-.-Brucella_suis_1330.fna
GCF_000701065.1_Bru1330_genomic,Brucella suis,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN03292446,29461,GCF_000875695.1,./rcn/refseq-NZ-29461-PRJNA224116-SAMN03292446-GCF_000875695.1-.-Brucella_suis.fna
GCF_000701065.1_Bru1330_genomic,Brucella suis bv. 1 str. S2,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis; bv. 1; str. S2,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA200522,SAMN02470031,1004954,NZ_AFFC,./rcn/refseq-NZ-1004954-PRJNA200522-SAMN02470031-NZ_AFFC-.-Brucella_suis_bv._1_str._S2.fna
GCF_000701065.1_Bru1330_genomic,Brucella suis bv. 1 str. S2,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis; bv. 1; str. S2,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN03068300,1004954,GCF_000600055.1,./rcn/refseq-NZ-1004954-PRJNA224116-SAMN03068300-GCF_000600055.1-.-Brucella_suis_bv._1_str._S2.fna
GCF_000370025.1_Bruc_abor_63_144_V1_genomic,Brucella abortus 355/78,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 355/78,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839720,1169204,GCF_000369925.1,./rcn/refseq-NZ-1169204-PRJNA224116-SAMN00839720-GCF_000369925.1-.-Brucella_abortus_355_78.fna
GCF_000370025.1_Bruc_abor_63_144_V1_genomic,Brucella abortus bv. 9 str. C68,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 9; str. C68,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595293,520455,GCF_000158795.1,./rcn/refseq-NZ-520455-PRJNA224116-SAMN02595293-GCF_000158795.1-.-Brucella_abortus_bv._9_str._C68.fna
