Sample,Record ID,Max Distance,Strain,Number of Contigs
GCF_002291385_1_ASM229138v1_genomic,002291385,0.000314862,Brucella abortus,2
GCF_006506095_1_ASM650609v1_genomic,006506095,0.000156838,Brucella melitensis,24
GCF_000366405_1_Bruc_abor_863_67_V1_genomic,000366405,0.0,Brucella abortus,6
GCF_000714755_1_Brucella_melitensis_C-558_genomic,000714755,0.000314862,Brucella melitensis,68
GCF_006506125_1_ASM650612v1_genomic,006506125,0.000156838,Brucella melitensis,29
GCF_000742195_1_ASM74219v1_genomic,000742195,0.0,Brucella abortus,1
GCF_000365805_1_Bruc_abor_NI274_V1_genomic,000365805,0.0,Brucella abortus,7
GCF_003993855_1_ASM399385v1_genomic,003993855,7.82718e-05,Brucella melitensis,26
GCF_002191275_1_ASM219127v1_genomic,002191275,0.0,Brucella melitensis,2
GCF_009664915_1_ASM966491v1_genomic,009664915,0.0,Brucella sp,46
GCF_001307445_1_ASM130744v1_genomic,001307445,0.0,Brucella melitensis,41
GCF_003994015_1_ASM399401v1_genomic,003994015,7.82718e-05,Brucella melitensis,26
GCF_003965935_1_ASM396593v1_genomic,003965935,0.0,Brucella abortus,50
GCF_000292185_1_ASM29218v2_genomic,000292185,0.000394323,Brucella canis,153
GCF_000369925_1_Bruc_abor_355_78_V1_genomic,000369925,7.82718e-05,Brucella abortus,4
GCF_000413755_1_Bruc_abor_biovar_1_01-0648_V1_genomic,000413755,0.0,Brucella abortus,5
GCF_000250815_1_ASM25081v2_genomic,000250815,7.82718e-05,Brucella melitensis,79
GCF_006507065_1_ASM650706v1_genomic,006507065,0.000314862,Brucella melitensis,38
GCF_000366245_1_Bruc_suis_94_11_V1_genomic,000366245,0.000156838,Brucella suis,11
GCF_002291365_1_ASM229136v1_genomic,002291365,0.00365502,Brucella abortus,2
GCF_000292085_1_ASM29208v2_genomic,000292085,7.82718e-05,Brucella melitensis,164
GCF_000370985_1_Bruc_sp_F5_06_V1_genomic,000370985,0.000314862,Brucella ceti,4
GCF_000480075_1_Bruc_abor_03-4923-239-D_V1_genomic,000480075,0.0,Brucella abortus,22
GCF_002290805_1_ASM229080v1_genomic,002290805,0.001878,Brucella abortus,2
GCF_000177135_1_ASM17713v1_genomic,000177135,0.0,Brucella sp,174
GCF_003194895_1_ASM319489v1_genomic,003194895,0.000156838,Brucella abortus,2
GCF_000370425_1_Bruc_abor_F5_04-7_V1_genomic,000370425,7.82718e-05,Brucella abortus,8
GCF_000022625_1_ASM2262v1_genomic,000022625,0.0,Brucella melitensis,2
GCF_000292005_1_ASM29200v2_genomic,000292005,0.000474086,Brucella suis,290
GCF_002192035_1_ASM219203v1_genomic,002192035,0.000235701,Brucella melitensis,2
GCF_000370645_1_Bruc_meli_F1_06_B10_V1_genomic,000370645,0.000235701,Brucella melitensis,9
GCF_002763615_1_ASM276361v1_genomic,002763615,7.82718e-05,Brucella melitensis,2
GCF_001715485_1_ASM171548v1_genomic,001715485,0.000314862,Brucella melitensis,2
GCF_001856185_1_ASM185618v1_genomic,001856185,7.82718e-05,Brucella abortus,26
GCF_001937795_1_ASM193779v1_genomic,001937795,0.000235701,Brucella melitensis,31
GCF_000366045_1_Bruc_ovis_IntaBari-2009-88-4_V1_genomic,000366045,0.0,Brucella ovis,21
GCF_000008145_1_ASM814v1_genomic,000008145,0.0,Brucella abortus,2
GCF_006506005_1_ASM650600v1_genomic,006506005,0.000314862,Brucella melitensis,30
GCF_002290665_1_ASM229066v1_genomic,002290665,7.82718e-05,Brucella abortus,2
GCF_002245205_1_ASM224520v1_genomic,002245205,7.82718e-05,Brucella melitensis,38
GCF_003993875_1_ASM399387v1_genomic,003993875,0.000156838,Brucella melitensis,26
GCF_006506465_1_ASM650646v1_genomic,006506465,0.000156838,Brucella melitensis,28
GCF_900446135_1_58116_C01_genomic,900446135,0.0,Brucella ovis,2
GCF_000209595_2_ASM20959v2_genomic,000209595,7.82718e-05,Brucella melitensis,29
GCF_003994205_1_ASM399420v1_genomic,003994205,0.000235701,Brucella melitensis,21
GCF_002204295_1_ASM220429v1_genomic,002204295,0.0,Brucella melitensis,39
GCF_000740155_1_ASM74015v1_genomic,000740155,0.000314862,Brucella abortus,2
GCF_003194825_1_ASM319482v1_genomic,003194825,7.82718e-05,Brucella abortus,75
GCF_000365825_1_Bruc_abor_NI492_V1_genomic,000365825,0.0,Brucella abortus,4
GCF_000366745_1_Bruc_abor_NI613_V1_genomic,000366745,0.0,Brucella abortus,6
GCF_002262955_1_ASM226295v1_genomic,002262955,7.82718e-05,Brucella melitensis,2
GCF_006507165_1_ASM650716v1_genomic,006507165,0.000394323,Brucella melitensis,90
GCF_000480175_1_Bruc_abor_89-2646-1238_V1_genomic,000480175,0.000156838,Brucella abortus,4
GCF_004137325_1_ASM413732v1_genomic,004137325,7.82718e-05,Brucella abortus,49
GCF_006505935_1_ASM650593v1_genomic,006505935,0.000235701,Brucella melitensis,29
GCF_000698325_1_ASM69832v1_genomic,000698325,0.0,Brucella suis,2
GCF_000371205_1_Bruc_suis_F5_05-4_V1_genomic,000371205,7.82718e-05,Brucella suis,5
GCF_001856345_1_ASM185634v1_genomic,001856345,0.000156838,Brucella abortus,27
GCF_002191395_1_ASM219139v1_genomic,002191395,0.000314862,Brucella melitensis,2
GCF_004168605_1_ASM416860v1_genomic,004168605,7.82718e-05,Brucella abortus,68
GCF_003994045_1_ASM399404v1_genomic,003994045,0.0,Brucella suis,22
GCF_000413615_1_Bruc_abor_biovar_1_87-0095_V1_genomic,000413615,7.82718e-05,Brucella abortus,4
GCF_001401915_1_ASM140191v1_genomic,001401915,0.000156838,Brucella abortus,19
GCF_006505995_1_ASM650599v1_genomic,006505995,0.000156838,Brucella melitensis,32
GCF_002278735_1_ASM227873v1_genomic,002278735,0.000235701,Brucella melitensis,50
GCF_900236415_1_Bru_genome48_genomic,900236415,0.000474086,Brucella melitensis,2
GCF_003984755_1_ASM398475v1_genomic,003984755,0.0,Brucella abortus,58
GCF_002266745_1_ASM226674v1_genomic,002266745,0.0,Brucella melitensis,41
GCF_900417195_1_01-3016-5171_genomic,900417195,0.000156838,Brucella melitensis,27
GCF_000370665_1_Bruc_meli_F10_06-16_V1_genomic,000370665,0.0,Brucella melitensis,3
GCF_000370925_1_Bruc_sp_56_94_V1_genomic,000370925,0.0,Brucella sp,4
GCF_000413495_1_Bruc_abor_biovar_1_76-1413_V1_genomic,000413495,7.82718e-05,Brucella abortus,4
GCF_900446035_1_59071_C01_genomic,900446035,0.00112327,Brucella melitensis,19
GCF_002191855_1_ASM219185v1_genomic,002191855,7.82718e-05,Brucella melitensis,2
GCF_004704905_2_ASM470490v2_genomic,004704905,0.000235701,Brucella abortus,23
GCF_000370805_1_Bruc_meli_UK29_05_V1_genomic,000370805,0.0,Brucella melitensis,3
GCF_000591005_1_548_genomic,000591005,0.000156838,Brucella melitensis,123
GCF_900236455_1_Bru_genome44_genomic,900236455,0.000474086,Brucella melitensis,2
GCF_003994115_1_ASM399411v1_genomic,003994115,7.82718e-05,Brucella melitensis,25
GCF_004127225_1_ASM412722v1_genomic,004127225,0.000394323,Brucella canis,139
GCF_000988815_1_BMEL001-SEQ-1-ASM-1_genomic,000988815,0.000314862,Brucella melitensis,16
GCF_006507915_1_ASM650791v1_genomic,006507915,0.000156838,Brucella melitensis,36
GCF_000157775_1_ASM15777v1_genomic,000157775,0.000235701,Brucella suis,23
GCF_008761575_1_ASM876157v1_genomic,008761575,7.82718e-05,Brucella abortus,2
GCF_000370845_1_Bruc_meli_UK31_99_V1_genomic,000370845,0.000314862,Brucella melitensis,4
GCF_000370165_1_Bruc_abor_67_93_V1_genomic,000370165,0.000156838,Brucella abortus,5
GCF_003989875_1_ASM398987v1_genomic,003989875,0.000235701,Brucella melitensis,35
GCF_000331655_1_Brucella_melitensis_043_genomic,000331655,0.000394323,Brucella melitensis,28
GCF_000158675_1_ASM15867v1_genomic,000158675,0.000235701,Brucella pinnipedialis,15
GCF_000365725_1_Bruc_abor_F3_07-1_V1_genomic,000365725,7.82718e-05,Brucella abortus,6
GCF_006507175_1_ASM650717v1_genomic,006507175,0.000314862,Brucella melitensis,31
GCF_003991385_1_ASM399138v1_genomic,003991385,0.000156838,Brucella melitensis,8
GCF_001401935_1_ASM140193v1_genomic,001401935,7.82718e-05,Brucella abortus,13
GCF_000367105_1_Bruc_sp_UK5_01_V1_genomic,000367105,0.000235701,Brucella pinnipedialis,34
GCF_000245875_1_Bruc_abor_bv1_NI474_V1_genomic,000245875,0.0,Brucella abortus,3
GCF_000366425_1_Bruc_abor_88_19_V1_genomic,000366425,7.82718e-05,Brucella abortus,4
GCF_000369965_1_Bruc_abor_600_64_V1_genomic,000369965,7.82718e-05,Brucella abortus,5
GCF_000480155_1_Bruc_suis_97-9757_V1_genomic,000480155,0.0,Brucella suis,25
GCF_002191535_1_ASM219153v1_genomic,002191535,0.000235701,Brucella melitensis,2
GCF_000192725_1_ASM19272v1_genomic,000192725,7.82718e-05,Brucella melitensis,2
GCF_002290765_1_ASM229076v1_genomic,002290765,0.000235701,Brucella abortus,2
GCF_001937805_1_ASM193780v1_genomic,001937805,7.82718e-05,Brucella melitensis,29
GCF_900092405_1_10RB9215v1_genomic,900092405,0.0,Brucella sp,2
GCF_900236545_1_Bru_genome36_genomic,900236545,0.000474086,Brucella melitensis,2
GCF_001938175_1_ASM193817v1_genomic,001938175,0.000156838,Brucella melitensis,33
GCF_000370265_1_Bruc_abor_84_26_V1_genomic,000370265,7.82718e-05,Brucella abortus,4
GCF_001702375_1_ASM170237v1_genomic,001702375,0.000235701,Brucella melitensis,36
GCF_001401945_1_ASM140194v1_genomic,001401945,0.000235701,Brucella abortus,14
GCF_000444515_1_Denovo_assembly_genomic,000444515,0.0005541519999999999,Brucella melitensis,19
GCF_000938035_1_Brucella_melitensis_Phil1136_12_genomic,000938035,7.82718e-05,Brucella melitensis,28
GCF_000740195_1_ASM74019v1_genomic,000740195,0.0,Brucella abortus,2
GCF_006507015_1_ASM650701v1_genomic,006507015,0.000156838,Brucella melitensis,37
GCF_003194885_1_ASM319488v1_genomic,003194885,0.000156838,Brucella abortus,2
